timestamp,x_axis_vibration_rms,x_axis_motor_current_a,y_axis_vibration_rms,z_axis_vibration_rms,z_axis_motor_current_a,toolhead_speed_deviation_pct,belt_tension_freq_hz,idler_noise_db,bearing_noise_db,ambient_humidity_pct,camera_clarity_score,hotend_fan_rpm,front_fan_rpm,aux_fan_rpm,nozzle_temp_c,first_layer_z_offset_mm,extrusion_pressure_pa,heater_block_temp_delta_c,extruder_motor_current_a,filament_feed_rate_mm_s,cutter_cycle_count
2026-03-04 00:50:00.744232200+00:00,0.1332,1.4487,0.1257,0.0681,0.9654,0.9935,47.027,30.0571,29.2642,47.7224,0.9415,4640.2729,3223.2881,5065.6856,213.1884,-0.1063,1239.1553,1.9406,0.8592,4.6372,3.0
2026-03-04 00:55:00.818655420+00:00,0.1317,1.3923,0.0896,0.0801,0.9725,0.6638,47.8908,31.9963,27.6426,42.5518,0.9172,4775.3556,3122.9499,4986.4439,207.9276,-0.0732,1186.8855,1.8881,0.8514,4.5453,3.0
2026-03-04 01:00:00.893078640+00:00,0.121,1.4115,0.0993,0.0938,0.942,0.87,47.5712,30.3288,28.0951,50.5096,0.952,4904.4017,3131.3525,5060.8165,211.84,-0.063,1208.8383,2.4401,0.8824,4.5144,3.0
2026-03-04 01:05:00.967501860+00:00,0.1369,1.444,0.117,0.1008,0.9681,1.2776,47.6239,33.0115,26.4725,44.7635,0.9342,4826.8349,3069.3346,5083.2189,208.4474,-0.101,1220.9399,1.6106,0.8594,4.6437,3.0
2026-03-04 01:10:01.041925080+00:00,0.127,1.4434,0.1074,0.0928,0.9455,0.7512,48.5917,30.9099,30.5078,47.0169,0.9173,4871.9534,3245.8187,4931.751,210.1431,-0.1235,1232.3389,2.1227,0.8305,4.3446,4.0
2026-03-04 01:15:01.116348300+00:00,0.1071,1.4274,0.1298,0.0682,0.9368,0.1698,48.2045,32.0578,25.0309,42.183,0.939,4876.5052,3168.388,5075.1467,212.9523,-0.1047,1280.2141,2.6064,0.8192,4.4549,5.0
2026-03-04 01:20:01.190771520+00:00,0.1255,1.4429,0.0912,0.0845,1.0069,0.5153,47.6036,30.013,29.7857,43.6433,0.9345,4907.9407,3149.5768,4961.0549,211.1923,-0.0983,1198.3468,2.076,0.8269,4.2908,5.0
2026-03-04 01:25:01.265194740+00:00,0.1056,1.4524,0.0881,0.0752,0.8801,0.9111,47.5021,33.9373,28.5102,48.1138,0.9508,4772.2266,3161.3619,5073.2837,207.8428,-0.1442,1171.5384,2.2053,0.8256,4.3573,5.0
2026-03-04 01:30:01.339617960+00:00,0.1332,1.4856,0.1147,0.0828,0.8938,0.4254,47.6361,32.1092,25.7136,42.3634,0.9388,4875.3825,3181.9633,4987.7226,209.4945,-0.0732,1227.9338,1.4381,0.8704,4.5315,5.0
2026-03-04 01:35:01.414041180+00:00,0.1193,1.446,0.0856,0.0723,0.9615,0.9517,47.802,32.2066,30.4437,45.1655,0.921,4979.8095,3234.5394,4909.3395,209.9612,-0.1128,1294.5158,2.3306,0.8475,4.6162,5.0
2026-03-04 01:40:01.488464400+00:00,0.1172,1.466,0.0976,0.0629,0.9421,0.4799,48.4672,33.2436,28.6165,46.4127,0.9322,4797.895,3101.3322,5056.7197,211.5459,-0.1165,1178.433,2.1477,0.8619,4.7738,5.0
2026-03-04 01:45:01.562887620+00:00,0.1098,1.4283,0.0992,0.0766,0.9069,0.6003,47.166,30.1229,25.17,41.9312,0.9155,4694.4269,3135.812,4965.9164,210.0709,-0.1068,1168.2008,1.9599,0.8087,4.4832,5.0
2026-03-04 01:50:01.637310840+00:00,0.1383,1.4729,0.1124,0.0872,0.9184,0.3948,49.1668,31.0775,27.4931,39.6674,0.9727,4752.4036,3227.902,5013.9088,209.7617,-0.1095,1097.8014,2.2887,0.8405,4.4395,6.0
2026-03-04 01:55:01.711734061+00:00,0.1177,1.465,0.1074,0.0829,0.9223,0.5479,48.4678,32.2551,28.6414,47.7222,0.976,4837.4669,3164.3554,5036.7974,212.58,-0.0989,1117.3157,1.5426,0.8645,4.4889,6.0
2026-03-04 02:00:01.786157281+00:00,0.1136,1.4846,0.1055,0.084,0.9768,0.5637,45.8097,29.357,30.0559,53.5901,0.9784,4667.0633,3234.9371,5132.234,212.3705,-0.0842,1256.7751,2.7205,0.8812,4.5363,6.0
2026-03-04 02:05:01.860580501+00:00,0.1147,1.4785,0.0952,0.0822,0.9864,0.0174,48.0683,29.5181,27.5089,46.3766,0.9382,4739.0332,3170.1522,4960.7793,211.048,-0.0745,1193.0591,3.1569,0.8054,4.7704,6.0
2026-03-04 02:10:01.935003721+00:00,0.128,1.4735,0.1146,0.084,0.9992,0.3675,48.8326,30.7681,24.8237,46.9522,0.9759,4773.6174,3294.4888,4923.6698,209.0608,-0.0842,1154.4893,1.7596,0.897,4.5013,6.0
2026-03-04 02:15:02.009426941+00:00,0.1255,1.4461,0.1483,0.0853,0.9023,0.13,48.311,30.2885,29.7508,42.3478,0.9581,4808.7886,3212.5202,5148.1222,206.0231,-0.1189,1200.1216,2.4703,0.8932,4.3359,6.0
2026-03-04 02:20:02.083850161+00:00,0.1262,1.4598,0.1083,0.0773,0.909,0.3779,47.6701,31.4842,28.5978,49.409,0.9336,4943.7208,3273.576,5000.2865,208.0814,-0.1022,1304.0519,1.9425,0.8805,4.5579,6.0
2026-03-04 02:25:02.158273381+00:00,0.1265,1.4925,0.1012,0.0808,0.9069,0.2615,47.9511,32.7836,25.3209,43.8697,0.9374,4855.0251,3231.0657,4950.9369,207.6843,-0.0979,1200.1676,1.5078,0.888,4.5127,6.0
2026-03-04 02:30:02.232696601+00:00,0.1521,1.4239,0.0844,0.0974,0.9887,0.8035,48.1427,33.1248,28.4112,48.4912,0.9466,4710.891,3234.6968,5032.6076,209.9082,-0.0939,1276.5879,2.5189,0.8387,4.4944,6.0
2026-03-04 02:35:02.307119821+00:00,0.1139,1.4249,0.0924,0.0814,0.9625,0.807,48.6157,34.7141,28.5383,46.8219,0.952,5109.4086,3154.8548,4969.0739,211.4069,-0.0902,1162.5228,1.8864,0.8261,4.4599,6.0
2026-03-04 02:40:02.381543041+00:00,0.1123,1.4573,0.0974,0.0804,0.9524,0.6681,46.8679,31.9661,27.6103,46.8951,0.9573,4798.6784,3270.0429,4975.9017,212.9637,-0.0984,1258.4118,2.2447,0.8525,4.8106,6.0
2026-03-04 02:45:02.455966261+00:00,0.1078,1.4666,0.0936,0.081,0.9569,0.1197,47.516,32.2315,27.0073,46.7799,0.95,4665.5662,3212.9456,5231.6306,211.9104,-0.1017,1177.557,2.7642,0.859,4.4243,7.0
2026-03-04 02:50:02.530389481+00:00,0.1292,1.417,0.0998,0.0778,0.9483,0.4706,49.3109,31.9627,27.2683,46.6843,0.943,4716.9295,3142.7721,4911.079,208.9354,-0.0818,1169.2149,2.2111,0.8312,4.2697,7.0
2026-03-04 02:55:02.604812701+00:00,0.1369,1.447,0.1213,0.0756,0.9164,0.0958,48.0264,32.4804,27.6096,45.8502,0.977,4717.4031,3073.4005,4870.574,210.3809,-0.1027,1162.4173,2.0835,0.8677,4.41,8.0
2026-03-04 03:00:02.679235921+00:00,0.1183,1.4462,0.115,0.0821,0.9654,0.4558,49.2223,32.5976,28.4257,47.9078,0.9477,4692.1615,3208.3964,5110.2979,210.6035,-0.0809,1187.0424,1.616,0.8923,4.4265,8.0
2026-03-04 03:05:02.753659141+00:00,0.1074,1.3614,0.0981,0.0749,0.9444,0.6942,50.3885,33.3832,28.946,42.8219,0.9466,4841.037,3290.4724,4965.8718,207.6608,-0.0837,1239.036,1.6173,0.8769,4.3101,8.0
2026-03-04 03:10:02.828082361+00:00,0.1076,1.4412,0.0855,0.0785,0.914,0.7976,47.6064,33.3773,25.4226,44.2835,0.9457,4586.6465,3145.5712,5028.7188,208.6896,-0.0709,1180.732,1.9455,0.8514,4.4717,9.0
2026-03-04 03:15:02.902505581+00:00,0.1298,1.4437,0.116,0.0721,0.9672,0.6419,47.0422,32.779,28.3072,49.4043,0.9477,4878.5801,3143.5516,5057.4411,209.3539,-0.0956,1242.7863,1.8484,0.7768,4.742,9.0
2026-03-04 03:20:02.976928801+00:00,0.1311,1.4436,0.0994,0.0811,0.9372,0.8775,47.7876,34.2653,28.5855,45.5187,0.9228,4865.1527,3181.0244,4842.5162,213.1949,-0.0711,1171.3055,2.2721,0.8039,4.3094,10.0
2026-03-04 03:25:03.051352021+00:00,0.1281,1.5066,0.0793,0.0858,0.9568,0.5779,48.8792,32.0401,28.203,44.0222,0.9299,4763.4817,3266.0742,5102.6534,210.5797,-0.1061,1196.7174,1.5644,0.8472,4.2922,10.0
2026-03-04 03:30:03.125775241+00:00,0.11,1.4014,0.1085,0.0779,0.9463,0.4299,48.9911,31.0826,27.5142,48.1046,0.9989,4873.257,3089.7927,4949.4773,208.0281,-0.0931,1178.7698,1.6899,0.8693,4.6118,10.0
2026-03-04 03:35:03.200198461+00:00,0.1235,1.417,0.1123,0.0599,0.9767,0.7621,49.8176,31.3279,29.7038,47.5123,0.917,4712.5806,3160.9892,5170.8981,209.3627,-0.0847,1272.4771,1.9393,0.8073,4.4699,10.0
2026-03-04 03:40:03.274621681+00:00,0.1218,1.3455,0.0709,0.0859,0.9566,0.7719,47.9706,31.8412,29.6133,41.1005,0.9554,4732.6142,3139.6543,4928.3371,210.6732,-0.1202,1220.7011,2.0385,0.8529,4.4428,10.0
2026-03-04 03:45:03.349044902+00:00,0.1233,1.4308,0.0901,0.0812,0.9235,0.3427,48.3904,30.3745,27.5605,47.1898,0.9569,4843.964,3233.7261,5140.915,209.6233,-0.1079,1211.3686,2.0234,0.8713,4.662,10.0
2026-03-04 03:50:03.423468122+00:00,0.1331,1.4342,0.0987,0.0701,0.9597,0.6137,47.4306,31.0799,27.9003,45.412,0.9703,4783.2367,3191.4371,5157.2048,209.4658,-0.1134,1188.8452,1.9218,0.8481,4.4168,11.0
2026-03-04 03:55:03.497891342+00:00,0.1234,1.4296,0.1088,0.0877,0.9606,0.4117,45.9944,30.2902,28.9262,47.1357,0.9573,4749.9915,3179.2052,4955.9453,211.098,-0.1012,1176.6845,1.6862,0.8314,4.2652,11.0
2026-03-04 04:00:03.572314562+00:00,0.1302,1.4943,0.0938,0.066,0.9653,0.0,47.9683,32.5159,29.5392,45.0321,0.9878,4790.9173,3189.1952,4982.8725,212.1022,-0.1107,1159.7364,2.2318,0.8055,4.6201,11.0
2026-03-04 04:05:03.646737782+00:00,0.121,1.4844,0.09,0.0905,0.9811,0.632,47.077,32.5307,27.0214,46.3929,0.9548,4905.5012,3247.0895,4971.7357,211.8242,-0.0979,1252.8795,2.4731,0.8732,4.4909,11.0
2026-03-04 04:10:03.721161002+00:00,0.1243,1.4531,0.1087,0.0794,0.9315,0.1116,48.5147,29.3466,26.7446,39.507,0.977,4902.3996,3267.2961,5136.768,209.5496,-0.1016,1135.4195,2.1241,0.8304,4.4829,11.0
2026-03-04 04:15:03.795584222+00:00,0.1295,1.4352,0.0944,0.0573,0.97,0.5985,46.4949,31.0189,28.329,42.3152,0.9708,4834.0901,3261.4778,5016.1481,209.7524,-0.1056,1185.507,1.768,0.8994,4.2076,11.0
2026-03-04 04:20:03.870007442+00:00,0.0981,1.491,0.1065,0.0818,0.8983,0.0394,47.4085,34.7378,26.6517,47.2203,0.9808,4771.5655,3234.5244,5047.9465,209.5363,-0.097,1235.3021,1.2337,0.8553,4.3499,11.0
2026-03-04 04:25:03.944430662+00:00,0.1152,1.4492,0.0867,0.0759,0.9464,0.2841,48.2141,32.9447,25.666,52.8643,0.9505,4841.713,3283.0343,4987.083,211.584,-0.1136,1132.9865,2.664,0.8611,4.4701,12.0
2026-03-04 04:30:04.018853882+00:00,0.1129,1.4173,0.0838,0.0744,0.9418,0.3699,48.2979,32.6815,27.0155,46.1018,0.958,4731.0042,3144.1032,5042.4898,209.4166,-0.1172,1207.1309,1.9301,0.875,4.3403,12.0
2026-03-04 04:35:04.093277102+00:00,0.1104,1.3814,0.1091,0.0726,0.9934,0.8605,47.962,31.0036,28.5006,42.9216,0.9426,4893.5159,3223.2608,5048.3451,207.1148,-0.1239,1165.1758,2.5288,0.8391,4.6433,12.0
2026-03-04 04:40:04.167700322+00:00,0.1159,1.4323,0.103,0.0787,0.9453,0.3399,49.4939,32.4309,29.8643,45.4062,0.9532,4876.034,3340.9153,4946.2888,210.7237,-0.1358,1201.0657,2.6568,0.8641,4.4904,12.0
2026-03-04 04:45:04.242123542+00:00,0.1424,1.4802,0.1111,0.0751,0.9682,0.1775,49.2556,31.9782,27.1495,42.3197,0.9543,4954.5272,3089.7957,5159.5226,210.794,-0.1136,1193.2579,2.3215,0.8306,4.464,12.0
2026-03-04 04:50:04.316546762+00:00,0.107,1.5411,0.0936,0.0614,0.8971,0.6093,47.4525,30.8049,27.8509,48.7495,0.9085,4735.8259,3167.946,4981.6667,209.392,-0.0892,1109.8045,2.3819,0.826,4.6462,12.0
2026-03-04 04:55:04.390969982+00:00,0.1345,1.4525,0.0905,0.0927,0.9394,0.4349,49.2875,31.2593,28.1867,45.1442,0.9471,4725.8962,3137.8494,5092.6996,212.7798,-0.104,1225.5193,2.3501,0.8227,4.4125,12.0
2026-03-04 05:00:04.465393202+00:00,0.0948,1.4194,0.1163,0.0776,0.9246,0.7372,49.4098,31.2931,27.2217,48.1596,0.9678,4844.1059,3217.3232,4886.4412,209.1866,-0.0998,1160.4876,1.9115,0.8353,4.5578,12.0
2026-03-04 05:05:04.539816422+00:00,0.115,1.4026,0.0817,0.0727,1.0243,0.1964,47.9009,29.767,27.1274,44.5396,0.923,4778.099,3286.2699,5061.5606,212.1265,-0.1081,1178.052,1.5407,0.9118,4.5001,12.0
2026-03-04 05:10:04.614239642+00:00,0.1224,1.4721,0.115,0.0687,0.93,0.5633,48.0363,30.0146,28.402,48.4259,0.9303,4879.9455,3232.2504,5095.8383,207.9915,-0.0614,1202.0276,2.3192,0.8229,4.6259,12.0
2026-03-04 05:15:04.688662862+00:00,0.1288,1.3794,0.1158,0.0877,0.9522,1.2409,47.9594,31.7008,26.5631,40.1292,0.9731,4905.4168,3186.9609,5023.9308,210.4146,-0.0967,1215.0282,1.3881,0.8684,4.5657,12.0
2026-03-04 05:20:04.763086082+00:00,0.1307,1.472,0.1103,0.067,0.9538,0.4282,47.484,30.728,27.0791,45.0734,0.9769,4936.2244,3232.7407,5096.8308,208.787,-0.1114,1217.8953,1.8429,0.8432,4.594,12.0
2026-03-04 05:25:04.837509302+00:00,0.1319,1.4827,0.0917,0.0813,0.9023,0.556,47.5635,31.5486,27.7569,46.6188,0.9376,4804.6719,3182.6169,4936.3448,209.8904,-0.1211,1231.6346,1.7442,0.8159,4.4236,12.0
2026-03-04 05:30:04.911932522+00:00,0.1148,1.4675,0.0902,0.0742,0.9342,0.0017,49.0555,29.5915,28.387,44.1949,0.9535,4870.4308,3211.6605,5042.5273,211.1423,-0.0657,1101.2947,2.2292,0.8737,4.416,12.0
2026-03-04 05:35:04.986355742+00:00,0.1131,1.4412,0.0975,0.0747,0.9621,0.2441,48.3499,33.202,26.1817,46.0785,0.9484,4758.6432,3237.1167,4863.1342,209.1454,-0.128,1219.3109,2.0931,0.8349,4.4865,12.0
2026-03-04 05:40:05.060778963+00:00,0.1329,1.4726,0.0845,0.069,0.9526,0.6379,47.5566,35.1207,27.843,46.0276,0.9735,4817.3772,3305.1693,5013.3708,208.9531,-0.1159,1200.4388,1.7433,0.8366,4.5931,12.0
2026-03-04 05:45:05.135202183+00:00,0.1171,1.4568,0.0885,0.0738,0.881,0.401,47.2592,33.5411,26.451,48.1465,0.9393,4795.725,3226.966,4928.639,209.6661,-0.1159,1177.8644,1.8314,0.8825,4.5572,12.0
2026-03-04 05:50:05.209625403+00:00,0.1009,1.4189,0.1077,0.0801,0.933,0.6843,47.3935,33.6958,27.179,46.8646,0.9424,4791.4581,3213.0617,4993.8116,215.6394,-0.1007,1210.5036,2.7833,0.8421,4.6169,12.0
2026-03-04 05:55:05.284048623+00:00,0.103,1.524,0.1078,0.0824,0.9806,0.6275,47.8689,32.9392,28.9464,46.1788,0.9768,4945.9133,3322.1241,5124.1317,210.3034,-0.0929,1236.822,1.6862,0.8567,4.374,12.0
2026-03-04 06:00:05.358471843+00:00,0.1062,1.4359,0.0874,0.0721,0.9676,0.1046,48.7305,32.3984,27.9114,47.6384,0.9299,4692.6336,3082.642,5156.4052,210.2147,-0.0986,1164.9383,1.9267,0.8492,4.3006,12.0
2026-03-04 06:05:05.432895063+00:00,0.1275,1.481,0.1081,0.0791,0.9865,0.8046,47.3119,32.1298,30.0029,40.9408,0.94,4799.6017,3194.4791,4884.5842,210.6523,-0.1073,1256.0795,2.2316,0.8472,4.4283,12.0
2026-03-04 06:10:05.507318283+00:00,0.1221,1.3533,0.1055,0.0889,0.9204,0.1272,48.7214,30.6282,27.9134,42.7428,0.9527,4804.3016,3155.5231,5112.0747,207.4259,-0.1279,1245.853,2.0282,0.8104,4.4026,12.0
2026-03-04 06:15:05.581741503+00:00,0.1304,1.5011,0.1181,0.0634,0.9884,0.2705,48.1576,33.0351,29.1616,40.8442,0.9805,4851.4641,3185.6955,5125.921,211.3813,-0.0629,1214.8055,2.2436,0.8757,4.3588,12.0
2026-03-04 06:20:05.656164723+00:00,0.1136,1.5088,0.1068,0.0799,0.9487,0.5688,48.1143,32.9461,28.9537,46.6458,0.9261,4712.2262,3236.2385,5029.2188,211.067,-0.0947,1151.0759,2.4395,0.8567,4.4687,12.0
2026-03-04 06:25:05.730587943+00:00,0.1224,1.4512,0.1127,0.0705,0.9978,0.9701,48.8206,31.3055,27.9841,46.2414,0.9358,4776.0812,3258.8398,5122.2155,207.3242,-0.0886,1286.1993,2.5757,0.8744,4.3086,13.0
2026-03-04 06:30:05.805011163+00:00,0.1294,1.4724,0.1057,0.0695,0.9501,0.1988,48.6747,32.789,26.4212,49.1559,0.9619,4752.3387,3168.7759,4962.652,213.6066,-0.1135,1211.3769,2.018,0.8535,4.4166,13.0
2026-03-04 06:35:05.879434383+00:00,0.1154,1.4723,0.1118,0.0826,0.8886,0.5443,46.8764,30.9591,27.8738,46.055,0.9649,4619.8471,3240.1479,4953.7478,210.0046,-0.1059,1205.9328,2.1621,0.8817,4.3551,13.0
2026-03-04 06:40:05.953857603+00:00,0.1269,1.4243,0.0846,0.0745,0.9755,0.5468,47.1328,31.0546,27.3607,43.1049,0.9542,4892.9982,3146.1413,4954.1369,208.3248,-0.0765,1204.5446,2.0841,0.8545,4.3249,13.0
2026-03-04 06:45:06.028280823+00:00,0.1101,1.4719,0.0985,0.0678,0.9367,0.6972,47.8164,33.1627,27.3143,45.402,0.9477,4682.4054,3123.1708,5064.2551,210.4704,-0.1441,1222.1025,1.6419,0.8912,4.3156,14.0
2026-03-04 06:50:06.102704043+00:00,0.1146,1.4177,0.0995,0.0932,0.9387,0.8552,48.2848,32.6458,28.187,39.3737,0.9526,4671.7425,3204.2514,4991.2469,208.6367,-0.0847,1237.0775,2.078,0.8228,4.353,14.0
2026-03-04 06:55:06.177127263+00:00,0.1143,1.4256,0.0971,0.0892,0.9064,0.3788,49.0917,31.6521,26.2605,43.7753,0.9199,4875.8102,3186.8876,4935.5764,207.5844,-0.1049,1198.9945,1.3411,0.8263,4.5773,14.0
2026-03-04 07:00:06.251550483+00:00,0.1021,1.4951,0.1053,0.0607,0.9987,0.8036,48.0521,31.4785,26.9514,37.9587,0.952,4773.2116,3289.432,4939.8891,209.5912,-0.0917,1150.2891,2.15,0.9036,4.4576,14.0
2026-03-04 07:05:06.325973703+00:00,0.1273,1.489,0.1076,0.0653,0.9344,0.8991,49.363,32.2622,26.7855,45.9856,0.9796,4775.9773,3327.707,5000.1092,209.6587,-0.0667,1241.3972,1.1472,0.8748,4.5167,15.0
2026-03-04 07:10:06.400396923+00:00,0.113,1.4217,0.1047,0.0859,0.9973,1.0352,47.4347,29.2469,27.6949,44.1621,0.9236,4777.5024,3163.487,4923.5721,207.6382,-0.1096,1167.3875,1.6042,0.906,4.4693,16.0
2026-03-04 07:15:06.474820143+00:00,0.1202,1.4207,0.0979,0.0772,0.9371,0.6506,47.5699,30.8633,27.0782,44.6032,0.9343,4885.9497,3091.3083,5060.1532,208.8296,-0.154,1159.8092,2.3422,0.8684,4.5954,16.0
2026-03-04 07:20:06.549243363+00:00,0.1272,1.4242,0.0912,0.095,0.9222,0.5472,47.7555,30.1023,27.1571,42.2052,0.9421,4755.8543,3117.9696,5107.5578,208.4504,-0.1218,1197.4523,2.1861,0.8417,4.5752,16.0
2026-03-04 07:25:06.623666583+00:00,0.1267,1.4793,0.1132,0.0862,0.9896,0.3576,47.3462,32.0178,28.1626,42.9934,0.9433,4847.6053,3149.8581,5087.6463,209.464,-0.0997,1181.7679,1.9931,0.906,4.5796,17.0
2026-03-04 07:30:06.698089804+00:00,0.13,1.41,0.1042,0.083,0.9478,0.0623,48.9275,33.6329,27.4652,47.0778,0.9868,4708.7059,3212.4383,5261.9992,210.9715,-0.067,1215.2007,1.8198,0.7954,4.4721,18.0
2026-03-04 07:35:06.772513024+00:00,0.1185,1.4643,0.0878,0.0698,0.9481,0.4166,45.7841,32.7157,28.0058,40.6918,0.9314,4826.4036,3184.3285,5036.9746,210.212,-0.1078,1222.8045,1.6542,0.874,4.4946,19.0
2026-03-04 07:40:06.846936244+00:00,0.1137,1.4799,0.0977,0.0849,0.9116,0.5337,47.5971,31.2328,26.6612,46.5171,0.9274,4872.2153,3124.4894,5152.5703,209.951,-0.069,1181.1973,1.7715,0.7738,4.323,19.0
2026-03-04 07:45:06.921359464+00:00,0.1188,1.4465,0.0791,0.0672,0.9363,0.4672,48.9186,30.9401,27.0059,42.5663,0.9654,4912.4077,3307.1683,5016.5425,207.2623,-0.1465,1204.851,2.2741,0.8952,4.3946,19.0
2026-03-04 07:50:06.995782684+00:00,0.0947,1.4904,0.1004,0.0931,0.9629,0.6793,47.7501,30.8692,30.449,39.957,0.9371,4676.0696,3239.7715,4974.942,209.9579,-0.1101,1180.5869,1.8984,0.8192,4.6103,19.0
2026-03-04 07:55:07.070205904+00:00,0.0983,1.4378,0.0976,0.0842,0.911,0.0637,48.8583,34.9994,27.1631,48.679,0.9658,4776.2642,3305.5412,5010.7213,208.3681,-0.0792,1230.6728,1.1661,0.8408,4.4171,19.0
2026-03-04 08:00:07.144629124+00:00,0.1002,1.4414,0.0931,0.0718,0.9338,0.4454,49.7581,32.1021,25.4723,48.9875,0.9461,4927.8691,3091.9345,5014.9738,207.4232,-0.0811,1219.6101,1.5074,0.821,4.4617,19.0
2026-03-04 08:05:07.219052344+00:00,0.105,1.4109,0.119,0.088,0.9374,1.0984,48.0643,32.2996,28.4106,43.3816,0.9592,4873.7495,3276.3607,4988.8747,211.3164,-0.1391,1228.6994,1.6752,0.8678,4.5895,20.0
2026-03-04 08:10:07.293475564+00:00,0.126,1.4907,0.0861,0.1024,0.952,0.7987,48.9351,28.8333,27.1504,43.3522,0.9186,4784.079,3191.0583,4902.5736,208.0035,-0.1168,1188.6326,1.8943,0.8445,4.5352,20.0
2026-03-04 08:15:07.367898784+00:00,0.1064,1.4193,0.1085,0.0778,0.9944,0.6849,49.9353,30.2286,28.2926,44.2474,0.9591,4800.3047,3176.4898,4911.8508,210.1412,-0.1028,1210.3331,1.8826,0.8915,4.5006,21.0
2026-03-04 08:20:07.442322004+00:00,0.1143,1.464,0.1262,0.0855,0.941,0.6172,48.3217,31.9337,27.8926,42.5698,0.9544,4823.7615,3201.4598,5101.9862,209.2692,-0.1133,1220.4021,1.5776,0.8302,4.4628,21.0
2026-03-04 08:25:07.516745224+00:00,0.1395,1.4471,0.1129,0.0757,0.9293,0.3904,47.9615,31.2528,28.6599,43.0985,0.9449,4770.1615,3158.0302,5075.0717,208.5697,-0.0766,1229.9543,2.246,0.8146,4.621,21.0
2026-03-04 08:30:07.591168444+00:00,0.1147,1.4079,0.0996,0.0809,1.0324,0.0,48.722,32.1996,27.8805,46.3502,0.9253,4843.772,3191.4203,5160.087,211.8298,-0.0997,1226.5139,1.2081,0.8359,4.4,22.0
2026-03-04 08:35:07.665591664+00:00,0.1311,1.4256,0.0864,0.0649,0.937,0.6371,48.9474,32.1798,27.7281,51.2217,0.9543,4839.2407,3256.7854,4964.6514,209.0993,-0.1289,1195.0872,1.7015,0.8991,4.547,24.0
2026-03-04 08:40:07.740014884+00:00,0.106,1.5053,0.0837,0.08,0.9443,0.0,47.9689,32.9007,29.3775,43.9359,0.9645,4710.8175,3082.2193,4956.2564,209.2012,-0.0908,1154.0118,2.3139,0.8813,4.4572,24.0
