timestamp,acok_n_signal_vdc,acoustic_noise_db,ambient_temp_c,axis_calib_position_deg,axis_drop_motors_off_mm,bearing_grease_interval_h,bearing_temp_c,bleeder_temp_c,brake_coil_current_a,brake_coil_resistance_ohm,brake_holding_torque_nm,brake_release_ok,brake_release_voltage_vdc,breaker_f5_ok,breaker_f6_ok,cabinet_ambient_temp_c,cabinet_input_voltage_vac,cabinet_rated_voltage_vac,cable_insulation_resistance_mohm,connector_torque_nm,contactor_k41_coil_vdc,contactor_k41_contact_vac,contactor_k41_resistance_ohm,control_module_supply_vdc,cooling_fan_ok,cpu_led_ok,cpu_load_pct,cross_connection_count,drive_module_led_ok,drive_module_psu_output_vdc,drive_module_supply_vdc,drive_module_terminal_voltage_vac,drive_module_x1_input_vac,drive_motor_temp_c,dsqc604_dcok_led_ok,dsqc604_input_vac,dsqc604_output_current_a,dsqc604_output_vdc,dsqc661_dcok_led_ok,dsqc661_input_vac,dsqc661_output_vdc,dsqc662_connected,dsqc662_input_vdc,dsqc662_status_led,duty_cycle_pct,earth_fault_current_ma,earth_fault_f4_ok,emi_level_dbuvm,ethernet_axc_led_ok,ethernet_link_ok,ethernet_packet_loss_pct,ethernet_ping_ms,event_log_error_count,fieldbus_msg_rate,flexpendant_connected,flexpendant_current_a,flexpendant_power_led_ok,flexpendant_supply_vdc,fuse_f2_ok,fuse_f6_ok,fuse_q1_ok,gearbox_oil_level_mm,gearbox_oil_temp_c,gearbox_surface_temp_c,input_filter_output_vac,intermittent_error_rate,io_bus_load_pct,io_update_interval_ms,joint_backlash_arcmin,joint_contact_resistance_ohm,load_insulation_resistance_mohm,main_computer_supply_vdc,main_switch_on,mains_frequency_hz,mains_phase_ok,mains_voltage_vac,oil_stain_area_cm2,parallel_bar_deviation_mm,program_cycle_time_ms,rapid_instruction_count,service_outlet_current_a,service_outlet_voltage_vac,switch_q12_closed,system_power_led_ok,tcp_orientation_error_deg,tcp_position_error_mm,temp_variation_rate_c_h,tool_load_kg,transformer_primary_vac,transformer_secondary_vac,transformer_t1_primary_vac,transformer_t1_secondary_vac,usb_connected,vibration_rms_mm_s,voltage_after_f6_vac,voltage_after_main_switch_vac,voltage_after_q12_vac,voltage_after_q1_vac,voltage_before_f6_vac,voltage_before_fuse_vac,voltage_before_q1_vac,voltage_deviation_pct
2026-04-04T00:50:00+00:00,0.0428,59.6772,21.4058,0.0080,0.4811,0.8337,32.8299,52.4444,0.3928,19.7362,8.5790,1.0000,24.4728,1.0000,1.0000,27.7322,233.7943,230.0000,765.3217,2.3774,24.0149,0.2394,0.0533,24.0673,1.0000,1.0000,34.5855,5.0000,1.0000,23.9419,24.0199,0.0000,231.3485,52.8420,1.0000,223.0140,1.8238,24.1751,1.0000,224.7395,24.2792,1.0000,25.5951,1.0000,70.3258,4.1346,1.0000,25.3952,1.0000,1.0000,0.2148,2.4935,0.3619,40.1009,1.0000,0.9414,1.0000,24.0536,1.0000,1.0000,1.0000,-1.3403,44.5617,38.2355,234.9398,0.3483,18.4616,50.9142,0.9580,0.0103,483.1928,23.7877,1.0000,50.0900,1.0000,226.8024,0.2165,0.0555,20.5013,151.9083,3.3439,233.1090,1.0000,1.0000,0.0360,0.1470,0.1979,5.0073,231.0447,23.2820,225.9161,40.7518,1.0000,1.3782,230.3636,228.3745,235.0922,233.2183,225.2343,227.2672,233.3538,-1.6098
2026-04-04T00:55:00+00:00,0.0288,58.0458,20.8390,0.0312,0.3523,0.9171,42.9198,52.4531,0.4289,20.9647,8.0699,1.0000,24.6934,1.0000,1.0000,34.1986,227.3039,230.0000,894.1694,2.7829,22.4576,0.2552,0.0433,23.6848,1.0000,1.0000,7.9380,13.0000,1.0000,23.6459,23.9269,0.0000,231.2373,45.7446,1.0000,229.4119,1.2799,24.0845,1.0000,249.4244,24.2880,1.0000,25.2879,1.0000,57.9215,3.3046,1.0000,17.3035,1.0000,1.0000,0.0000,1.8096,0.0109,55.2757,1.0000,0.8838,1.0000,23.5542,1.0000,1.0000,1.0000,0.7432,49.2707,35.2077,236.2911,0.1779,22.3267,50.7013,0.9141,0.0136,534.3893,24.2161,1.0000,50.0619,1.0000,226.7865,0.0441,0.1063,23.4492,168.2645,3.0283,225.0057,1.0000,1.0000,0.0576,0.1725,0.8110,5.0453,232.0593,23.2375,238.7925,41.6387,1.0000,1.2143,240.1177,223.0477,237.8534,226.9519,236.2625,227.0085,226.6423,-2.7579
2026-04-04T01:00:00+00:00,0.0570,53.2248,20.8640,-0.0022,0.3348,1.0005,31.5059,56.6303,0.4486,20.3641,8.3824,1.0000,24.1488,1.0000,1.0000,32.6591,221.3793,230.0000,856.7687,2.3158,22.3087,0.1706,0.0630,24.4357,1.0000,1.0000,35.1349,7.0000,1.0000,23.5792,23.2584,0.0000,220.1673,37.5368,1.0000,222.1327,1.2652,24.2111,1.0000,241.5267,24.6764,1.0000,26.5088,1.0000,80.8876,1.8715,1.0000,25.1233,1.0000,1.0000,0.0000,2.0461,0.8288,40.4848,1.0000,0.8326,1.0000,23.3333,1.0000,1.0000,1.0000,0.0898,50.8881,40.3043,223.3638,0.2573,27.2567,50.9670,0.9550,0.0162,511.7513,23.9212,1.0000,50.0105,1.0000,231.6695,0.0000,0.0601,17.7223,159.6288,3.5837,217.1745,1.0000,1.0000,0.0378,0.0759,0.7974,5.0403,224.6001,24.7947,229.2162,44.4594,1.0000,1.4796,237.4172,232.3878,232.8645,232.5283,231.0214,245.3648,216.4010,1.0998
2026-04-04T01:05:00+00:00,0.0346,54.2114,21.8281,-0.0294,0.1787,1.0839,39.9661,39.4590,0.3105,20.3389,8.7508,1.0000,24.7102,1.0000,1.0000,25.8907,234.0504,230.0000,768.6046,2.9229,23.4885,0.1961,0.0386,23.6044,1.0000,1.0000,37.4399,14.0000,1.0000,24.4410,22.9155,0.0000,220.0171,49.3870,1.0000,219.7255,1.6339,23.9907,1.0000,237.3139,23.1678,1.0000,25.6991,1.0000,70.2410,3.8816,1.0000,27.4970,1.0000,1.0000,0.0250,1.3816,0.6441,57.1036,1.0000,0.6590,1.0000,24.1973,1.0000,1.0000,1.0000,0.0682,38.2701,50.2938,232.9983,0.2177,24.7243,51.0891,1.2020,0.0064,421.1000,24.1803,1.0000,49.9754,1.0000,216.7984,0.0000,0.0576,16.8448,164.2629,3.1190,223.2375,1.0000,1.0000,0.0237,0.1269,0.3064,5.0169,234.8785,23.7232,227.3602,42.0982,1.0000,1.5103,227.5139,218.5168,226.2428,216.7092,214.6320,239.1477,233.6591,0.9774
2026-04-04T01:10:00+00:00,0.0814,56.3491,21.8757,-0.0271,0.2887,1.1672,39.0593,58.9243,0.3994,20.1825,8.5993,1.0000,24.5577,1.0000,1.0000,24.1539,238.2836,230.0000,697.0217,2.9016,24.3261,0.2800,0.0561,24.3809,1.0000,1.0000,26.4830,14.0000,1.0000,23.1856,24.0942,0.0000,224.4248,40.0435,1.0000,239.0361,1.6726,25.0158,1.0000,223.0556,23.3979,1.0000,25.0438,1.0000,65.3244,1.8991,1.0000,28.3404,1.0000,1.0000,0.1285,39.3264,0.5464,31.2135,1.0000,0.9963,1.0000,24.5559,1.0000,1.0000,1.0000,0.9778,46.6591,40.5333,225.2697,0.2758,25.1320,50.1465,1.0109,0.0075,562.0616,23.8971,1.0000,50.0404,1.0000,218.0981,0.2357,0.0323,22.9125,118.5717,2.8271,230.1900,1.0000,1.0000,0.0699,0.1909,0.4428,4.9608,244.3845,23.9544,223.6180,43.4905,1.0000,1.3974,224.2770,236.7612,236.5321,235.7200,218.5027,229.6674,232.0596,0.3650
2026-04-04T01:15:00+00:00,0.0391,53.9328,27.7248,-0.0285,0.5351,1.2506,42.4712,56.5627,0.4554,19.6653,7.9036,1.0000,24.5864,1.0000,1.0000,28.3831,226.0481,230.0000,859.4009,2.4057,23.6455,0.2561,0.0371,23.5812,1.0000,1.0000,27.2466,13.0000,1.0000,24.2294,24.6300,0.0000,236.9889,51.7027,1.0000,222.7691,1.1667,24.2774,1.0000,236.7604,24.2694,1.0000,25.7346,1.0000,57.2192,3.2358,1.0000,27.4228,1.0000,1.0000,0.1375,1.1925,1.0168,39.9794,1.0000,0.8727,1.0000,23.8160,1.0000,1.0000,1.0000,0.4842,44.9140,41.6732,219.7264,0.1608,20.1988,50.7853,1.0391,0.0093,484.4816,24.1889,1.0000,49.9513,1.0000,226.1202,0.0813,0.0344,19.5957,144.9267,3.2116,239.6267,1.0000,1.0000,0.0562,0.1940,0.9218,4.8959,223.0454,24.3476,231.8546,42.6388,1.0000,1.4513,219.2472,223.9889,233.3303,222.6858,234.5718,234.7115,236.9919,-0.7439
2026-04-04T01:20:00+00:00,0.0579,53.4956,25.0204,0.0312,0.3977,1.3340,45.6716,55.9714,0.3719,20.9191,8.4042,1.0000,23.6497,1.0000,1.0000,25.4192,233.4977,230.0000,804.0691,2.1891,24.3543,0.2446,0.0394,23.6906,1.0000,1.0000,34.0717,6.0000,1.0000,24.3828,24.1652,0.0000,227.6860,41.3990,1.0000,220.9666,1.5498,24.0947,1.0000,214.0511,24.3904,1.0000,26.3555,1.0000,52.9791,2.6887,1.0000,20.5200,1.0000,1.0000,0.1594,1.6389,4.7392,32.6672,1.0000,0.8246,1.0000,23.8982,1.0000,1.0000,1.0000,-0.5408,52.1625,37.3534,223.5917,0.2441,24.5817,48.0959,0.9267,0.0105,416.3427,23.9965,1.0000,50.0238,1.0000,223.0115,0.0178,0.0106,19.1034,146.0932,2.6166,236.3020,1.0000,1.0000,0.0043,0.1311,0.5323,5.0037,227.6557,24.7802,231.2910,43.4035,1.0000,1.5115,227.3876,242.3105,234.2699,237.7451,235.7899,223.5300,229.8255,-1.6696
2026-04-04T01:25:00+00:00,0.0399,56.7898,19.1848,-0.0066,0.2906,1.4174,40.5318,55.9238,0.4615,20.7388,9.2966,1.0000,24.3590,1.0000,1.0000,32.4461,240.9125,230.0000,753.5049,2.6432,23.5233,0.2135,0.0494,24.3640,1.0000,1.0000,48.1728,10.0000,1.0000,23.8951,24.2993,0.0000,226.3457,38.7870,1.0000,222.0778,1.3903,23.6457,1.0000,228.3977,24.3144,1.0000,25.5012,1.0000,71.9754,1.4418,1.0000,21.4671,1.0000,1.0000,0.0548,2.4311,0.0000,38.7561,1.0000,0.8173,1.0000,23.4537,1.0000,1.0000,1.0000,0.1264,57.8565,40.0318,224.8188,0.1288,24.5383,48.6249,0.9581,0.0105,523.8785,24.3906,1.0000,50.0253,1.0000,232.1683,0.0271,0.0335,20.1649,194.1722,3.0334,227.9735,1.0000,1.0000,0.0703,0.2108,-0.5972,5.0013,231.5981,23.7599,232.6801,38.4720,1.0000,1.3199,223.7984,239.4582,240.5927,243.6640,220.6885,225.8677,218.9382,-0.0795
2026-04-04T01:30:00+00:00,0.0544,55.0840,27.7890,0.0046,0.1844,1.5007,41.7925,46.4833,0.2913,21.8777,8.8363,1.0000,24.4441,1.0000,1.0000,33.1054,232.3380,230.0000,894.1454,2.3989,25.4851,0.1686,0.0570,24.4146,1.0000,1.0000,33.2577,10.0000,1.0000,24.0251,24.7602,0.0000,226.2245,80.5406,1.0000,237.4934,1.5661,23.8357,1.0000,230.7360,25.3002,1.0000,25.6069,1.0000,68.7963,26.7537,1.0000,12.3919,1.0000,1.0000,0.2174,2.4565,0.7518,40.5136,1.0000,0.9298,1.0000,24.0035,1.0000,1.0000,1.0000,0.5862,46.0406,41.6027,233.5990,0.2705,23.4612,50.3825,1.0959,0.0137,515.6304,23.6070,1.0000,50.0530,1.0000,223.7346,0.0000,0.0591,19.4639,111.7701,2.8615,236.7081,1.0000,1.0000,0.0519,0.1036,-0.0819,4.9413,235.4262,25.0944,222.9120,41.6164,0.0000,1.1274,229.7506,233.6960,234.8952,219.9886,237.5843,221.3963,229.3677,-1.9730
2026-04-04T01:35:00+00:00,0.0452,54.7577,24.2138,-0.0141,0.4762,1.5841,41.1216,53.8123,0.3517,19.0953,8.0648,1.0000,23.8489,1.0000,1.0000,28.1185,227.2615,230.0000,715.0050,2.5327,23.8647,0.1742,0.0600,24.2868,1.0000,1.0000,25.3697,9.0000,1.0000,24.5585,24.1578,0.0000,229.0502,44.8886,1.0000,225.2019,1.4395,24.7249,1.0000,226.9005,23.5604,1.0000,25.3471,1.0000,90.0510,36.0843,1.0000,23.1394,1.0000,1.0000,0.0000,1.2526,0.7387,36.8062,1.0000,0.6796,1.0000,24.3648,1.0000,1.0000,1.0000,-0.2855,84.2362,42.7037,237.9503,0.2865,21.9426,50.9429,1.2595,0.0075,455.2619,23.1505,1.0000,50.1380,1.0000,220.2551,0.0592,0.0497,20.6509,154.6236,2.4757,227.5382,1.0000,1.0000,0.0505,0.1313,-0.3066,4.9637,226.1391,22.4622,218.9518,43.6470,1.0000,1.1677,230.0120,219.3879,240.8625,229.6529,228.6397,231.9711,236.1174,-1.1274
2026-04-04T01:40:00+00:00,0.0449,54.8876,19.5340,0.0234,0.3343,1.6675,35.1969,56.2252,0.3378,20.9546,4.1284,1.0000,24.4207,1.0000,1.0000,29.4107,237.1819,230.0000,712.3312,2.6461,24.1938,0.2118,0.0500,23.4962,1.0000,1.0000,40.1481,10.0000,1.0000,23.6617,23.9411,0.0000,241.7445,43.2873,1.0000,220.4392,1.2269,22.8072,1.0000,240.9248,24.1772,1.0000,25.6795,1.0000,75.1650,0.9236,1.0000,23.4159,1.0000,1.0000,0.0824,0.7917,0.7691,103.2237,1.0000,0.7597,1.0000,24.3799,1.0000,1.0000,1.0000,-0.6503,50.0679,41.3346,219.8349,0.1594,31.0169,48.8826,1.1481,0.0084,495.7071,23.5328,1.0000,50.0196,1.0000,240.1130,0.1477,0.0565,23.5847,149.8851,3.3673,219.8811,1.0000,1.0000,0.0860,0.2423,0.4160,4.9464,210.4521,24.5470,234.3166,41.2796,1.0000,1.1600,226.7185,225.6676,228.9754,222.6556,222.9449,232.0518,233.2846,1.8919
2026-04-04T01:45:00+00:00,0.0259,50.4385,22.2405,-0.0178,0.3858,1.7509,37.8494,56.0326,0.4024,20.1537,8.4171,1.0000,22.8077,1.0000,1.0000,28.1176,224.9108,230.0000,752.7189,2.4499,23.3098,0.2219,0.0458,23.7856,1.0000,1.0000,60.1607,8.0000,1.0000,23.7112,23.6071,0.0000,228.9567,45.8422,1.0000,224.2029,1.4037,24.0273,1.0000,230.7159,23.9660,1.0000,25.0013,1.0000,55.0426,1.7437,1.0000,22.5916,1.0000,1.0000,0.0000,1.5493,0.1730,36.2529,1.0000,0.5758,1.0000,24.2617,1.0000,1.0000,1.0000,-0.0299,45.4455,41.2276,232.4285,0.1641,25.6954,49.5144,1.2597,0.0154,567.3131,24.5131,1.0000,49.9746,1.0000,228.4421,0.0478,0.4229,22.8689,188.2807,2.5304,230.1455,1.0000,1.0000,0.0434,0.2156,0.5225,4.8752,239.3784,23.3955,240.2440,44.2207,1.0000,0.8847,226.8630,223.8156,227.0231,218.0747,226.1340,237.4784,228.9875,-2.7763
